65526,65526,65526,65526,65526,65526,65524,65522,65521,65520.3,65519,65518,65516,65516,65513,65513,65510,65509,65507,65505
65526,65526,65526,65526,65526,65524,65524,65522,65521,65520,65518,65516,65516,65515,65513,65513,65510,65508,65507.2,65505.1
65524,65524,65525,65525,65524,65524,65522,65522,65520,65518,65518,65516,65516,65514,65513,65511,65508,65508,65506,65505.4
65523,65523,65523,65522,65522,65522,65522,65519.4,65520,65518,65516,65516,65514,65513,65512,65509,65508,65508,65506,65505
65521,65521,65521,65520,65520,65520,65520,65519,65518,65518,65516,65516,65514,65512,65511,65509,65508,65508,65506,65505
65520,65520,65519,65519,65519,65518,65518,65517,65517,65516,65516,65514,65513.7,65512,65510,65509,65507,65506,65506,65505
65518,65519,65519,65519,65517,65517,65516,65516,65514,65514,65514,65514,65512,65512,65510,65508,65507,65506.3,65505,65502
65516,65517.2,65516,65514,65514,65514,65515.3,65514,65513.6,65513,65512,65512,65512,65510,65510,65508,65506,65505,65504,65502
65514,65516,65516,65514,65514,65512,65514.7,65512,65511,65510,65511,65510,65510,65510,65508,65508,65506,65505.4,65503,65501
65513,65513,65513,65513,65512,65512,65512,65512,65510,65510,65510.6,65508,65508,65508,65508,65506,65506,65504,65503,65501
65510,65510,65510,65510,65510,65510,65510,65510,65510,65508,65508,65508,65508,65508,65506,65506,65504,65504,65502,65502
65508,65508,65508,65508,65508,65508,65508,65508,65508,65508,65508,65508,65508,65506,65506,65504,65503.9,65502,65502,65500
65507,65507,65508,65508.6,65507,65507,65507,65507,65507,65506.2,65506,65506,65506,65506,65504,65504,65502,65502,65500,65499.3
65506,65507,65507,65507,65507,65506,65506,65506,65505,65505,65505,65504,65504,65504,65504,65502,65502,65500,65500,65498
65505,65506,65506,65506,65505.8,65506,65504,65504,65504,65504,65504,65504,65504,65502,65502,65502,65500,65499,65498,65498
65532,65534,65532,65532,65529,65527,65526,65524,65523,65520,65518,65518,65517,65516,65515,65514,65512,65511,65507,65506
65534,65534,65532,65532,65529,65527,65526,65524,65522,65520,65518,65518,65517.8,65517,65515,65514,65512,65511,65507,65507
65532,65532,65532,65530,65530,65527,65526,65523,65522,65520,65518,65518,65517.5,65517,65515,65514,65512,65511,65507,65507
65530,65530,65530,65530,65528,65527,65525,65523,65522,65520,65518,65518,65517,65516,65515,65514,65513,65511.4,65507,65507
65528,65528,65528,65528,65528,65526,65525,65523,65522,65520,65519,65518,65517,65515,65515,65514,65512,65511,65507,65507
65526,65526,65526,65526,65526,65526,65524,65522,65521,65519,65519,65517,65516,65515,65514,65514,65511,65510,65507,65507
65524,65524,65525,65525,65525,65524,65524,65522,65521,65519,65519,65516,65516,65514,65514,65512,65511,65509,65508.5,65506
65522,65524,65524,65524,65523.3,65522,65522,65522,65520,65519,65517,65517,65515,65514,65512,65512,65511,65509,65506,65506
65522,65522,65522,65522,65522,65522,65522,65519.8,65520,65518,65517,65516,65514,65512,65512,65510.2,65509,65508.6,65506,65504
65521,65521,65521,65521,65521,65520.8,65520,65520,65518,65518,65516,65515.4,65514,65512,65512,65510,65509,65507,65506,65504
65519,65519,65519,65519,65519,65518,65518,65518,65518,65516,65516,65514,65514,65512,65510,65509,65508,65505,65504,65504
65517,65517,65517,65517,65517,65518,65518,65517,65516,65515,65514,65514,65512,65512,65510,65508.8,65507,65505,65504,65504
65516,65516,65516,65516,65516,65515,65515.5,65514,65514,65513,65513,65512,65512,65510,65510,65508,65506,65504,65504,65503
65516,65515,65515,65515,65514,65514,65514.8,65514,65513,65512,65510.8,65510,65510,65510,65508,65508,65506,65505,65503,65503
65514,65514,65514,65514,65512,65512,65513.3,65512,65512,65510.4,65510,65509,65508,65508,65508,65506,65506,65504,65502,65502
65510,65512,65512,65512,65512,65511,65512,65512,65510,65508,65508,65507,65507,65506,65506,65506,65504,65504,65502,65502
65509,65509,65509,65509,65509,65509,65508,65508,65508,65507,65507,65507,65507,65505,65504.7,65504,65503.9,65502,65502,65500
65508.2,65507,65507.9,65506,65507,65507.3,65506,65506,65506,65506,65506,65504,65504,65504,65504,65504,65502,65502,65500,65500
65506,65506,65506,65506,65506,65505,65506,65505,65504,65504,65504,65504,65504,65504,65504,65502,65502,65500,65500,65498
65504,65505,65505,65505,65504,65504,65504,65504,65504,65503,65503,65503,65502,65502.3,65502,65502,65500,65500,65498,65498
65532,65534,65532,65532,65528,65528,65527.4,65526,65523,65521,65519,65516,65516,65514,65514,65512,65511,65510,65508,65507
65534,65534,65532,65532,65528.3,65528,65525,65526,65523,65520,65519,65516.9,65514,65516,65514,65513,65512,65510,65510,65508
65532,65532,65532,65530,65529,65528,65526,65523,65522,65520,65519,65516,65516,65516,65514,65512,65511,65510,65510,65508
65530,65530,65530,65530,65528,65528,65526,65523,65522,65520,65518,65516,65516,65514.1,65514,65513,65511,65511.2,65510,65508
65528,65528,65528,65528,65528,65526,65526,65523,65522,65519,65518,65516,65516,65514,65514,65512.3,65512,65510,65510,65508
65526,65526,65526,65526.5,65526,65526,65524,65523,65522,65519,65518,65517,65515,65514,65512,65512,65511,65510,65510,65508
65524,65524.1,65524,65524,65524,65524,65524,65522,65521,65519,65518,65517,65515,65514,65513,65511,65511,65510,65509.7,65507
65522.8,65522,65522,65523.3,65523.6,65522,65522,65522,65520,65518,65517,65515,65515,65513,65512,65511,65510,65509,65507,65507
65521,65521,65522,65523,65523,65522,65521,65519.7,65520,65518,65517,65515,65515,65513,65512.2,65510,65510,65508,65508,65505
65520,65521,65520,65521,65520,65520,65520,65518,65518,65518,65516,65515,65514,65513,65511,65510,65508,65508,65507,65505
65520,65520,65520,65520,65518,65518,65518,65518,65518,65516,65516,65514,65512,65512,65510,65509.4,65508,65507,65505,65505
65517,65518.9,65517,65517,65518,65517,65517,65517,65516,65516,65514,65514,65512,65512,65510,65509.4,65508,65506,65505,65503
65516.1,65515,65516,65515,65516,65515,65516.7,65514,65514,65514,65514,65512,65512,65510,65510,65508,65508,65505,65504,65501.3
65515,65513,65514,65513,65514,65514,65515.7,65514,65513,65513,65512,65511,65510,65510,65508,65508,65506,65505,65503,65501
65512,65512,65512,65512,65513,65514,65514,65514,65512,65510.5,65510,65509,65509,65508,65508,65506,65506,65504,65502,65501
65512,65512,65511,65512,65511,65512,65513,65513,65510,65510,65509,65508,65507,65506,65506,65506,65504,65504,65502,65500
65510,65510,65510,65510,65510,65510,65510,65510,65510,65508,65508,65507,65506,65505,65505,65504,65503.8,65502,65502,65500
65509.5,65508,65508,65509.7,65508,65509.6,65508,65507.9,65508,65507,65505,65506,65504,65503,65503,65503,65502,65500,65500,65500
65508,65508,65508,65508,65508,65508,65507,65504,65504,65504,65504,65503,65503,65503,65503,65502,65501,65500,65500,65498
65505,65505,65505,65505,65504.9,65506,65506,65506,65502,65502,65502,65502,65500,65501.8,65500,65500,65500,65500,65498,65498
65532,65534,65532.9,65530,65528.4,65526,65526,65526,65524,65522,65520,65517,65516,65513,65512,65510,65510,65508,65507,65506
65534,65534,65532,65530,65528,65528,65526,65526,65526,65522,65520,65518.5,65515,65515,65512,65510,65510,65509.1,65507,65507
65532,65532,65532,65530,65529.5,65528,65526,65526,65522,65522,65520,65517,65516.7,65515,65512,65510,65510,65510,65508,65507
65530,65530,65530,65530,65528,65528,65526,65523,65522,65522,65519,65518.2,65515,65515,65513,65510,65510,65509,65508,65507
65528,65528,65528,65528,65528,65526,65526,65523,65522,65520,65519,65516,65515,65513,65513,65510,65510,65509,65508,65507
65526,65526,65526,65527.3,65526,65526,65524,65523,65522,65520,65518,65516,65515,65512,65511,65510,65510,65508,65507,65507
65524,65525,65526,65526,65526,65524,65524,65522,65522,65520,65518,65516,65514,65512,65511,65510,65509,65508,65507.7,65506
65523.4,65524,65523,65525.3,65523,65523,65522,65522,65520,65520,65517,65516,65514.4,65512,65511,65510,65508,65508,65507,65506
65522,65522,65523,65522.4,65522,65522,65520,65519.8,65520,65518,65517,65516,65514.6,65512,65511,65509.7,65508,65507,65506,65505
65520,65520,65520,65521,65521,65520,65520,65518,65518,65518,65516,65515.1,65513,65512,65511,65509,65508,65507,65506,65505
65518,65519,65518,65519,65518,65518,65518,65518,65516,65516,65516,65514,65513,65511,65511,65509.5,65508,65507,65505,65504
65517,65517.5,65518,65518,65518,65517,65517,65516,65516,65515,65514,65514,65512,65511,65510,65509,65508,65507,65505.2,65504
65516,65517,65516,65516,65515,65516,65516,65515,65514,65514,65513,65512,65512,65510,65510,65508,65508,65506,65505,65504
65515,65515,65515,65514,65514,65514,65513,65513,65513,65513,65512,65512,65510,65510,65508,65508,65506,65506,65504,65502
65514,65514,65513,65513,65513,65513,65513,65513,65512,65512,65510,65510,65510,65508,65508,65506,65506,65504,65504,65501
65510,65511,65511,65512.3,65511,65511,65512,65512,65512,65511,65510,65510,65508,65508,65506,65506,65504,65504,65502,65502
65509,65509.8,65510,65510,65510,65509,65510,65509,65508,65508,65508,65508,65507,65506,65505,65504,65503.9,65502,65502,65500
65508,65507,65508,65508.7,65508,65508,65508,65508,65508,65508,65507,65506,65505,65505,65503,65502,65502,65502,65500,65500
65506,65506,65507,65507,65507,65507,65507,65507,65507,65507,65507,65504.9,65504,65503,65502,65501,65500,65500,65500,65498
65504,65504,65504,65507,65506.9,65507,65506.6,65505,65505,65503.5,65503,65503,65503,65502,65500,65499,65499,65499,65498,65498
65532,65534,65533.4,65532,65530.9,65528,65527.8,65524,65523,65522,65522,65520,65516,65515,65513,65511,65509,65506,65506,65506
65534,65534,65532,65532,65529,65528,65526,65524,65522,65522,65522,65520,65518,65515,65513,65511,65509,65506,65506,65506
65532,65532,65532,65530,65528,65528,65526,65524,65522.8,65522,65522,65518.8,65515,65515,65513,65511,65509,65509,65506,65506
